Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data,Задержка  uS
1978,5798350950,0B,0,45
1979,5798403700,0,5,19
1980,5798429700,33,0,48
1981,5798484950,0,9,19
1982,5798510950,0B,0,45
1983,5798563700,0,5,19
1984,5798589700,30,0,48
1985,5798644950,0,9,19
1986,5798670950,0B,0,45
1987,5798723700,0,5,19
1988,5798749700,4C,0,48
1989,5798804950,0,9,19
1990,5798830950,9,0,45
1991,5798883700,0,5,19
1992,5798909700,30,0,48
1993,5798964950,0,9,19
1994,5798990950,9,0,45
1995,5799043700,0,5,19
1996,5799069700,30,0,48
1997,5799124950,0,9,19
1998,5799150950,9,0,45
1999,5799203700,0,5,19
2000,5799229700,31,0,48
2001,5799284950,0,9,19
2002,5799310950,29,0,46
2003,5799363950,0,5,19
2004,5799389950,30,0,55
2005,5799452700,0,9,19
2006,5799478700,28,0,29
2007,5799514700,0,6,18
2008,5799539950,0,60,1154
2009,5800701450,0,9,19
2010,5800727450,68,0,335
2011,5801069700,0,4,18
2012,5801094950,0,51,28
2013,5801130200,0,4,18
2014,5801155450,0,33,28
2015,5801190700,0,4,18
2016,5801215950,0,30,28
2017,5801251200,0,4,18
2018,5801276450,0,23,27
2019,5801310450,0,6,18
2020,5801335700,0,50,23
2021,5801366450,0,4,18
2022,5801391700,0,23,22
2023,5801420950,0,6,18
2024,5801446200,0,60,8529
2025,5809982200,0,29,19
2026,5810008200,EE,0,9738
2027,5819753950,0,29,19
2028,5819779950,EE,0,9725
2029,5829511950,0,29,19
2030,5829537950,EE,0,2214
2031,5831759700,0,0F,19
2032,5831785700,42,0,41
2033,5831833950,0,9,19
2034,5831859950,1B,0,48
2035,5831915200,0,5,19
2036,5831941200,48,0,51
2037,5831999450,0,9,19
2038,5832025450,0B,0,45
2039,5832078200,0,5,19
2040,5832104200,23,0,51
2041,5832162450,0,9,19
2042,5832188450,0B,0,45
2043,5832241200,0,5,19
2044,5832267200,23,0,51
2045,5832325450,0,9,19
2046,5832351450,0B,0,45
2047,5832404200,0,5,19
2048,5832430200,33,0,51
2049,5832488450,0,9,19
2050,5832514450,0B,0,45
2051,5832567200,0,5,19
2052,5832593200,30,0,51
2053,5832651450,0,9,19
2054,5832677450,0B,0,45
2055,5832730200,0,5,19
2056,5832756200,4C,0,51
2057,5832814450,0,9,19
2058,5832840450,9,0,45
2059,5832893200,0,5,19
2060,5832919200,31,0,51
2061,5832977450,0,9,19
2062,5833003450,9,0,45
2063,5833056200,0,5,19
2064,5833082200,31,0,51
2065,5833140450,0,9,19
2066,5833166450,9,0,45
2067,5833219200,0,5,19
2068,5833245200,31,0,51
2069,5833303450,0,9,19
2070,5833329450,29,0,46
2071,5833382450,0,5,19
2072,5833408450,30,0,58
2073,5833474200,0,9,19
2074,5833500200,28,0,29
2075,5833536200,0,6,18
2076,5833561450,0,60,658
2077,5834227200,0,9,19
2078,5834253200,28,0,337
2079,5834597200,0,4,18
2080,5834622450,0,51,28
2081,5834657700,0,4,18
2082,5834682950,0,33,28
2083,5834718200,0,4,18
2084,5834743450,0,30,28
2085,5834778700,0,4,18
2086,5834803950,0,23,27
2087,5834837950,0,6,18
2088,5834863200,0,50,23
2089,5834893950,0,4,18
2090,5834919200,0,23,22
2091,5834948450,0,6,18
2092,5834973700,0,60,6275
2093,5841255950,0,29,19
2094,5841281950,EE,0,10148
2095,5851437450,0,29,19
2096,5851463450,EE,0,9801
2097,5861271950,0,29,19
2098,5861297950,EE,0,2453
2099,5863757950,0,0F,19
2100,5863783950,42,0,41
2101,5863832200,0,9,19
2102,5863858200,1B,0,48
2103,5863913450,0,5,19
2104,5863939450,48,0,54
2105,5864000450,0,9,19
2106,5864026450,0B,0,45
2107,5864079200,0,5,19
2108,5864105200,23,0,54
2109,5864166200,0,9,19
2110,5864192200,0B,0,45
2111,5864244950,0,5,19
2112,5864270950,23,0,54
2113,5864331950,0,9,19
2114,5864357950,0B,0,45
2115,5864410700,0,5,19
2116,5864436700,33,0,54
2117,5864497700,0,9,19
2118,5864523700,0B,0,45
2119,5864576450,0,5,19
2120,5864602450,30,0,54
2121,5864663450,0,9,19
2122,5864689450,0B,0,45
2123,5864742200,0,5,19
2124,5864768200,4C,0,54
2125,5864829200,0,9,19
2126,5864855200,9,0,45
2127,5864907950,0,5,19
2128,5864933950,31,0,54
2129,5864994950,0,9,19
2130,5865020950,9,0,45
2131,5865073700,0,5,19
2132,5865099700,31,0,54
2133,5865160700,0,9,19
2134,5865186700,9,0,45
2135,5865239450,0,5,19
2136,5865265450,32,0,54
2137,5865326450,0,9,19
2138,5865352450,29,0,46
2139,5865405450,0,5,19
2140,5865431450,30,0,61
2141,5865499950,0,9,19
2142,5865525950,28,0,29
2143,5865561950,0,6,18
2144,5865587200,0,60,472
2145,5866066200,0,9,19
2146,5866092200,28,0,336
2147,5866435200,0,4,18
2148,5866460450,0,51,28
2149,5866495700,0,4,18
2150,5866520950,0,33,28
2151,5866556200,0,4,18
2152,5866581450,0,30,28
2153,5866616700,0,4,18
2154,5866641950,0,23,27
2155,5866675950,0,6,18
2156,5866701200,0,50,23
2157,5866731950,0,4,18
2158,5866757200,0,23,22
2159,5866786450,0,6,18
2160,5866811700,0,60,6273
2161,5873092200,0,29,19
2162,5873118200,EE,0,9793
2163,5882918200,0,29,19
2164,5882944200,EE,0,9818
2165,5892769200,0,29,19
2166,5892795200,DC,0,2458
2167,5895260700,0,0F,19
2168,5895286700,84,0,41
2169,5895334950,0,9,19
2170,5895360950,36,0,48
2171,5895416200,0,5,19
2172,5895442200,90,0,54
2173,5895503450,0,9,19
2174,5895529450,16,0,45
2175,5895582200,0,5,19
2176,5895608200,46,0,54
2177,5895669450,0,9,19
2178,5895695450,16,0,45
2179,5895748200,0,5,19
2180,5895774200,46,0,54
2181,5895835450,0,9,19
2182,5895861450,16,0,45
2183,5895914200,0,5,19
2184,5895940200,66,0,54
2185,5896001450,0,9,19
2186,5896027450,16,0,45
2187,5896080200,0,5,19
2188,5896106200,60,0,54
2189,5896167450,0,9,19
2190,5896193450,16,0,45
2191,5896246200,0,5,19
2192,5896272200,A8,0,54
2193,5896333450,0,9,19
2194,5896359450,12,0,45
2195,5896412200,0,5,19
2196,5896438200,60,0,54
2197,5896499450,0,9,19
2198,5896525450,12,0,45
2199,5896578200,0,5,19
2200,5896604200,5A,0,54
2201,5896665450,0,9,19
2202,5896691450,12,0,45
2203,5896744200,0,5,19
2204,5896770200,5A,0,54
2205,5896831450,0,9,19
2206,5896857450,52,0,46
2207,5896910450,0,5,19
2208,5896936450,62,0,61
2209,5897005200,0,9,19
2210,5897031200,50,0,29
2211,5897067200,0,6,18
2212,5897092450,0,60,520
2213,5897620200,0,9,19
2214,5897646200,50,0,336
2215,5897989200,0,4,18
2216,5898014450,0,51,28
2217,5898049700,0,4,18
2218,5898074950,0,33,28
2219,5898110200,0,4,18
2220,5898135450,0,30,28
2221,5898170700,0,4,18
2222,5898195950,0,23,27
2223,5898229950,0,6,18
2224,5898255200,0,50,23
2225,5898285950,0,4,18
2226,5898311200,0,23,22
2227,5898340450,0,6,18
2228,5898365700,0,60,264
2229,5898637200,0,3C,18
2230,5898662450,0,21,75
2231,5898744700,0,1D,19
2232,5898770700,98,0,24
2233,5898802200,0,1C,18
2234,5898827450,0,CC,44
2235,5898878450,0,3A,18
2236,5898903700,0,34,6539
2237,5905450200,0,29,19
2238,5905476200,DC,0,9781
2239,5915264250,0,29,19
2240,5915290250,EE,0,9764
2241,5925061750,0,29,19
2242,5925087750,EE,0,755
2243,5925849750,0,0F,19
2244,5925875750,42,0,41
2245,5925924000,0,9,19
2246,5925950000,1B,0,48
2247,5926005250,0,5,19
2248,5926031250,48,0,56
2249,5926095000,0,9,19
2250,5926121000,0B,0,45
2251,5926173750,0,5,19
2252,5926199750,23,0,56
2253,5926263500,0,9,19
2254,5926289500,0B,0,45
2255,5926342250,0,5,19
2256,5926368250,23,0,56
2257,5926432000,0,9,19
2258,5926458000,9,0,45
2259,5926510750,0,5,19
2260,5926536750,33,0,56
2261,5926600500,0,9,19
2262,5926626500,9,0,45
2263,5926679250,0,5,19
2264,5926705250,30,0,56
2265,5926769000,0,9,19
2266,5926795000,9,0,45
2267,5926847750,0,5,19
2268,5926873750,52,0,56
2269,5926937500,0,9,19
2270,5926963500,29,0,46
2271,5927016500,0,5,19
2272,5927042500,30,0,64
2273,5927114250,0,9,19
2274,5927140250,28,0,29
2275,5927176250,0,6,18
2276,5927201500,0,60,512
2277,5927720750,0,9,19
2278,5927746750,28,0,337
2279,5928090750,0,4,18
2280,5928116000,0,51,28
2281,5928151250,0,4,18
2282,5928176500,0,33,28
2283,5928211750,0,4,18
2284,5928237000,0,30,28
2285,5928272250,0,4,18
2286,5928297500,0,23,27
2287,5928331500,0,6,18
2288,5928356750,0,50,23
2289,5928387500,0,4,18
2290,5928412750,0,23,22
2291,5928442000,0,6,18
2292,5928467250,0,60,8352
2293,5936826500,0,29,19
2294,5936852500,EE,0,9855
2295,5946715250,0,29,19
2296,5946741250,EE,0,3610
2297,5950358750,0,0F,19
2298,5950384750,42,0,41
2299,5950433000,0,9,19
2300,5950459000,1B,0,48
2301,5950514250,0,5,19
2302,5950540250,48,0,48
2303,5950595500,0,9,19
2304,5950621500,0B,0,45
2305,5950674250,0,5,19
2306,5950700250,23,0,48
2307,5950755500,0,9,19
2308,5950781500,0B,0,45
2309,5950834250,0,5,19
2310,5950860250,23,0,48
2311,5950915500,0,9,19
2312,5950941500,0B,0,45
2313,5950994250,0,5,19
2314,5951020250,33,0,48
2315,5951075500,0,9,19
2316,5951101500,9,0,45
2317,5951154250,0,5,19
2318,5951180250,30,0,48
2319,5951235500,0,9,19
2320,5951261500,9,0,45
2321,5951314250,0,5,19
2322,5951340250,72,0,48
2323,5951395500,0,9,19
2324,5951421500,9,0,45
2325,5951474250,0,5,19
2326,5951500250,32,0,48
2327,5951555500,0,9,19
2328,5951581500,29,0,46
2329,5951634500,0,5,19
2330,5951660500,30,0,55
2331,5951723250,0,9,19
2332,5951749250,28,0,29
2333,5951785250,0,6,18
2334,5951810500,0,60,797
2335,5952615250,0,9,19
2336,5952641250,28,0,337
2337,5952985250,0,4,18
2338,5953010500,0,51,28
2339,5953045750,0,4,18
2340,5953071000,0,33,28
2341,5953106250,0,4,18
2342,5953131500,0,30,28
2343,5953166750,0,4,18
2344,5953192000,0,23,27
2345,5953226000,0,6,18
2346,5953251250,0,50,23
2347,5953282000,0,4,18
2348,5953307250,0,23,22
2349,5953336500,0,6,18
2350,5953361750,0,60,5188
2351,5958556750,0,29,19
2352,5958582750,EE,0,9725
2353,5968314750,0,29,19
2354,5968340750,EE,0,9738
2355,5978086500,0,29,19
2356,5978112500,EE,0,4740
2357,5982860000,0,0F,19
2358,5982886000,42,0,41
2359,5982934250,0,9,19
2360,5982960250,1B,0,48
2361,5983015500,0,5,19
2362,5983041500,48,0,51
2363,5983099750,0,9,19
2364,5983125750,0B,0,45
2365,5983178500,0,5,19
2366,5983204500,23,0,51
2367,5983262750,0,9,19
2368,5983288750,0B,0,45
2369,5983341500,0,5,19
2370,5983367500,23,0,51
2371,5983425750,0,9,19
2372,5983451750,0B,0,45
2373,5983504500,0,5,19
2374,5983530500,33,0,51
2375,5983588750,0,9,19
2376,5983614750,9,0,45
2377,5983667500,0,5,19
2378,5983693500,30,0,51
2379,5983751750,0,9,19
2380,5983777750,9,0,45
2381,5983830500,0,5,19
2382,5983856500,72,0,51
2383,5983914750,0,9,19
2384,5983940750,9,0,45
2385,5983993500,0,5,19
2386,5984019500,33,0,51
2387,5984077750,0,9,19
2388,5984103750,29,0,46
2389,5984156750,0,5,19
2390,5984182750,30,0,58
2391,5984248500,0,9,19
2392,5984274500,28,0,29
2393,5984310500,0,6,18
2394,5984335750,0,60,509
2395,5984851750,0,9,19
2396,5984877750,28,0,335
2397,5985220000,0,4,18
2398,5985245250,0,51,28
2399,5985280500,0,4,18
2400,5985305750,0,33,28
2401,5985341000,0,4,18
2402,5985366250,0,30,28
2403,5985401500,0,4,18
2404,5985426750,0,23,27
2405,5985460750,0,6,18
2406,5985486000,0,50,23
2407,5985516750,0,4,18
2408,5985542000,0,23,22
2409,5985571250,0,6,18
2410,5985596500,0,60,4385
2411,5989989000,0,29,19
2412,5990015000,EE,0,9821
2413,5999843750,0,29,19
2414,5999869750,EE,0,9725
2415,6009601750,0,29,19
2416,6009627750,EE,0,5225
2417,6014860500,0,0F,19
2418,6014886500,C6,0,41
2419,6014934750,0,9,19
2420,6014960750,3F,0,48
2421,6015016000,0,5,19
2422,6015042000,D8,0,54
2423,6015103000,0,9,19
2424,6015129000,1F,0,45
2425,6015181750,0,5,19
2426,6015207750,67,0,54
2427,6015268750,0,9,19
2428,6015294750,1F,0,45
2429,6015347500,0,5,19
2430,6015373500,67,0,54
2431,6015434500,0,9,19
2432,6015460500,1F,0,45
2433,6015513250,0,5,19
2434,6015539250,77,0,54
2435,6015600250,0,9,19
2436,6015626250,1B,0,45
2437,6015679000,0,5,19
2438,6015705000,70,0,54
2439,6015766000,0,9,19
2440,6015792000,1B,0,45
2441,6015844750,0,5,19
2442,6015870750,F6,0,54
2443,6015931750,0,9,19
2444,6015957750,1B,0,45
2445,6016010500,0,5,19
2446,6016036500,7C,0,54
2447,6016097500,0,9,19
2448,6016123500,7B,0,46
2449,6016176500,0,5,19
2450,6016202500,70,0,61
2451,6016271000,0,9,19
2452,6016297000,78,0,29
2453,6016333000,0,6,18
2454,6016358250,0,60,863
2455,6017228250,0,9,19
2456,6017254250,F0,0,335
2457,6017596500,0,4,18
2458,6017621750,0,51,28
2459,6017657000,0,4,18
2460,6017682250,0,33,28
2461,6017717500,0,4,18
2462,6017742750,0,30,28
2463,6017778000,0,4,18
2464,6017803250,0,23,27
2465,6017837250,0,6,18
2466,6017862500,0,50,23
2467,6017893250,0,4,18
2468,6017918500,0,23,22
2469,6017947750,0,6,18
2470,6017973000,0,60,3582
2471,6021562000,0,29,19
2472,6021588000,DC,0,9725
2473,6031320000,0,29,19
2474,6031346000,DC,0,9753
2475,6041106500,0,29,19
2476,6041132500,FC,0,6222
2477,6047361550,0,0F,19
2478,6047387550,42,0,41
2479,6047435800,0,9,19
2480,6047461800,1B,0,48
2481,6047517050,0,5,19
2482,6047543050,48,0,54
2483,6047604300,0,9,19
2484,6047630300,0B,0,45
2485,6047683050,0,5,19
2486,6047709050,23,0,54
2487,6047770300,0,9,19
2488,6047796300,0B,0,45
2489,6047849050,0,5,19
2490,6047875050,23,0,54
2491,6047936300,0,9,19
2492,6047962300,0B,0,45
2493,6048015050,0,5,19
2494,6048041050,33,0,54
2495,6048102300,0,9,19
2496,6048128300,9,0,45
2497,6048181050,0,5,19
2498,6048207050,30,0,54
2499,6048268300,0,9,19
2500,6048294300,9,0,45
2501,6048347050,0,5,19
2502,6048373050,72,0,54
2503,6048434300,0,9,19
2504,6048460300,9,0,45
2505,6048513050,0,5,19
2506,6048539050,35,0,54
2507,6048600300,0,9,19
2508,6048626300,29,0,46
2509,6048679300,0,5,19
2510,6048705300,30,0,61
2511,6048774050,0,9,19
2512,6048800050,28,0,29
2513,6048836050,0,6,18
2514,6048861300,0,60,757
2515,6049625550,0,9,19
2516,6049651550,28,0,336
2517,6049995300,0,4,18
2518,6050020550,0,51,28
2519,6050055800,0,4,18
2520,6050081050,0,33,28
2521,6050116300,0,4,18
2522,6050141550,0,30,28
2523,6050176800,0,4,18
2524,6050202050,0,23,27
2525,6050236050,0,6,18
2526,6050261300,0,50,23
2527,6050292050,0,4,18
2528,6050317300,0,23,22
2529,6050346550,0,6,18
2530,6050371800,0,60,2749
2531,6053127800,0,29,19
2532,6053153800,EE,0,9753
2533,6062914300,0,29,19
2534,6062940300,EE,0,9725
2535,6072672300,0,29,19
2536,6072698300,EE,0,3082
2537,6075787550,0,0F,19
2538,6075813550,40,0,41
2539,6075861800,0,9,19
2540,6075887800,19,0,48
2541,6075943050,0,5,19
2542,6075969050,69,0,56
2543,6076032800,0,9,19
2544,6076058800,9,0,45
2545,6076111550,0,5,19
2546,6076137550,52,0,56
2547,6076201300,0,9,19
2548,6076227300,29,0,46
2549,6076280300,0,5,19
2550,6076306300,31,0,64
2551,6076378050,0,9,19
2552,6076404050,28,0,29
2553,6076440050,0,6,18
2554,6076465300,0,60,973
2555,6077445300,0,9,19
2556,6077471300,68,0,350
2557,6077829050,0,4,18
2558,6077854300,0,51,28
2559,6077889550,0,4,18
2560,6077914800,0,33,28
2561,6077950050,0,4,18
2562,6077975300,0,30,28
2563,6078010550,0,4,18
2564,6078035800,0,33,27
2565,6078069800,0,6,18
2566,6078095050,0,50,23
2567,6078125800,0,4,18
2568,6078151050,0,3F,22
2569,6078180300,0,6,18
2570,6078205550,0,60,5398
2571,6083610550,0,29,19
2572,6083636550,EE,0,9808
2573,6093452050,0,29,19
2574,6093478050,EE,0,9753
2575,6103238550,0,29,19
2576,6103264550,EE,0,9725
2577,6112996550,0,29,19
2578,6113022550,EE,0,9725
2579,6122754550,0,29,19
2580,6122780550,EE,0,9753
2581,6132541050,0,29,19
2582,6132567050,EE,0,9725
2583,6142299050,0,29,19
2584,6142325050,FE,0,9822
2585,6152154300,0,29,19
2586,6152180300,DC,0,9725
2587,6161912300,0,29,19
2588,6161938300,DC,0,9725
2589,6171670350,0,29,19
2590,6171696350,EE,0,9753
2591,6181456850,0,29,19
2592,6181482850,EE,0,9725
2593,6191214850,0,29,19
2594,6191240850,EE,0,9822
2595,6201070100,0,29,19
2596,6201096100,EE,0,9725
2597,6210828100,0,29,19
2598,6210854100,EE,0,9725
2599,6220586100,0,29,19
2600,6220612100,EE,0,9753
2601,6230372600,0,29,19
2602,6230398600,EE,0,9725
2603,6240130600,0,29,19
2604,6240156600,EE,0,9822
2605,6249985850,0,29,19
2606,6250011850,EE,0,9725
2607,6259743850,0,29,19
2608,6259769850,EE,0,9725
2609,6269501850,0,29,19
2610,6269527850,FE,0,9753
2611,6279288350,0,29,19
2612,6279314350,DC,0,9725
2613,6289046350,0,29,19
2614,6289072350,DC,0,9821
2615,6298901150,0,29,19
2616,6298927150,EE,0,9725
2617,6308659150,0,29,19
2618,6308685150,EE,0,9725
2619,6318417150,0,29,19
2620,6318443150,EE,0,9753
2621,6328203650,0,29,19
2622,6328229650,EE,0,9725
2623,6337961650,0,29,19
2624,6337987650,EE,0,32025
2625,6370020150,0,29,19
2626,6370046150,EE,0,27086
2627,6397139400,0,29,19
2628,6397165400,FE,0,27378
2629,6424550650,0,29,19
2630,6424576700,EE,0,27052
2631,6451635700,0,29,19
2632,6451661700,EE,0,26953
2633,6478622450,0,29,19
2634,6478648450,EE,0,27061
2635,6505717200,0,29,19
2636,6505743200,EE,0,27352
2637,6533102950,0,29,19
2638,6533128950,DC,0,27086
2639,6560222750,0,29,19
2640,6560248750,EE,0,27370
2641,6587626250,0,29,19
2642,6587652250,EE,0,27062
2643,6614721250,0,29,19
2644,6614747250,EE,0,27356
2645,6642110750,0,29,19
2646,6642136750,EE,0,27488
2647,6669632250,0,29,19
2648,6669658250,DC,0,27439
2649,6697104300,0,29,19
2650,6697130300,EE,0,27348
2651,6724485300,0,29,19
2652,6724511300,EE,0,27056
2653,6751574800,0,29,19
2654,6751600800,EE,0,27379
2655,6778987550,0,29,19
2656,6779013550,DC,0,27454
2657,6806475350,0,29,19
2658,6806501350,EE,0,27367
2659,6833875600,0,29,19
2660,6833901600,EE,0,27063
2661,6860972100,0,29,19
2662,6860998100,EE,0,28199
2663,6889204350,0,29,19
2664,6889230350,EE,0,27495
2665,6916732850,0,29,19
2666,6916758850,DC,0,27405
2667,6944171650,0,29,19
2668,6944197650,EE,0,27369
2669,6971574400,0,29,19
2670,6971600400,EE,0,27475
2671,6999082900,0,29,19
2672,6999108900,EE,0,27300
2673,7026416650,0,29,19
2674,7026442650,FE,0,27078
2675,7053528150,0,29,19
2676,7053554150,EE,0,26980
2677,7080541450,0,29,19
2678,7080567450,EE,0,27451
2679,7108025450,0,29,19
2680,7108051450,EE,0,27374
2681,7135432700,0,29,19
2682,7135458700,EE,0,27063
2683,7162529200,0,29,19
2684,7162555200,DC,0,26951
2685,7189513750,0,29,19
2686,7189539750,EE,0,27064
2687,7216611500,0,29,19
2688,7216637500,EE,0,27430
2689,7244074750,0,29,19
2690,7244100750,EE,0,27370
2691,7271478250,0,29,19
2692,7271504250,EE,0,27055
2693,7298566500,0,29,19
2694,7298592500,DC,0,27364
2695,7325963800,0,29,19
2696,7325989800,EE,0,27090
2697,7353087300,0,29,19
2698,7353113300,EE,0,27338
2699,7380459050,0,29,19
2700,7380485050,EE,0,27499
2701,7407991800,0,29,19
2702,7408017800,DC,0,27388
2703,7435413350,0,29,19
2704,7435439350,EE,0,27448
2705,7462894850,0,29,19
2706,7462920850,EE,0,27344
2707,7490271850,0,29,19
2708,7490297850,EE,0,27062
2709,7517367600,0,29,19
2710,7517393600,EE,0,27425
2711,7544825600,0,29,19
2712,7544851600,DC,0,27365
2713,7572223650,0,29,19
2714,7572249650,EE,0,27498
2715,7599755400,0,29,19
2716,7599781400,EE,0,27350
2717,7627138650,0,29,19
2718,7627164650,EE,0,27081
2719,7654252650,0,29,19
2720,7654278650,EE,0,27347
2721,7681632900,0,29,19
2722,7681658900,DC,0,27377
2723,7709043450,0,29,19
2724,7709069450,EE,0,26984
2725,7736060450,0,29,19
2726,7736086450,EE,0,27079
2727,7763172700,0,29,19
2728,7763198700,EE,0,27386
2729,7790592200,0,29,19
2730,7790618200,DC,0,27051
2731,7817677000,0,29,19
2732,7817703000,EE,0,27006
2733,7844716500,0,29,19
2734,7844742500,EE,0,28188
2735,7872938250,0,29,19
2736,7872964250,EE,0,27059
2737,7900030500,0,29,19
2738,7900056500,EE,0,27391
2739,7927455250,0,29,19
2740,7927481250,DC,0,27051
2741,7954539550,0,29,19
2742,7954565550,EE,0,27414
2743,7981986800,0,29,19
2744,7982012800,EE,0,27448
2745,8009468050,0,29,19
2746,8009494050,EE,0,27353
2747,8036854050,0,29,19
2748,8036880050,FE,0,27062
2749,8063949550,0,29,19
2750,8063975550,EE,0,27369
2751,8091352350,0,29,19
2752,8091378350,EE,0,27079
2753,8118464850,0,29,19
2754,8118490850,EE,0,27391
2755,8145889600,0,29,19
2756,8145915600,EE,0,27370
2757,8173292600,0,29,19
2758,8173318600,DC,0,27061
2759,8200386650,0,29,19
2760,8200412650,EE,0,27371
2761,8227790900,0,29,19
2762,8227816900,EE,0,27492
2763,8255316400,0,29,19
2764,8255342400,EE,0,27384
2765,8282734150,0,29,19
2766,8282760150,EE,0,27445
2767,8310212150,0,29,19
2768,8310238150,DC,0,27369
2769,8337614950,0,29,19
2770,8337640950,EE,0,27483
2771,8365131700,0,29,19
2772,8365157700,EE,0,920
2773,8366084700,0,9,19
2774,8366110700,68,0,335
2775,8366452950,0,4,18
2776,8366478200,0,41,28
2777,8366513450,0,4,18
2778,8366538700,0,33,28
2779,8366573950,0,4,18
2780,8366599200,0,30,28
2781,8366634450,0,4,18
2782,8366659700,0,23,28
2783,8366694950,0,4,18
2784,8366720200,0,23,27
2785,8366754200,0,6,18
2786,8366779450,0,50,23
2787,8366810200,0,4,18
2788,8366835450,0,30,22
2789,8366864700,0,6,18
2790,8366889950,0,60,26375
2791,8393271950,0,29,19
2792,8393297950,EE,0,27025
2793,8420329950,0,29,19
2794,8420355950,DC,0,27077
2795,8447440000,0,29,19
2796,8447466000,EE,0,26954
2797,8474427500,0,29,19
2798,8474453500,EE,0,27050
2799,8501510500,0,29,19
2800,8501536500,EE,0,27370
2801,8528913750,0,29,19
2802,8528939750,EE,0,27061
2803,8556008500,0,29,19
2804,8556034500,DC,0,26955
2805,8582996800,0,29,19
2806,8583022800,EE,0,27084
2807,8610114300,0,29,19
2808,8610140300,EE,0,27371
2809,8637518300,0,29,19
2810,8637544300,EE,0,27061
2811,8664612300,0,29,19
2812,8664638300,EE,0,27358
2813,8692004050,0,29,19
2814,8692030050,DC,0,27488
2815,8719525600,0,29,19
2816,8719551600,EE,0,27436
2817,8746995350,0,29,19
2818,8747021350,EE,0,27350
2819,8774379100,0,29,19
2820,8774405100,EE,0,27056
2821,8801468600,0,29,19
2822,8801494600,DC,0,27352
2823,8828854400,0,29,19
2824,8828880400,EE,0,27065
2825,8855952400,0,29,19
2826,8855978400,EE,0,28199
2827,8884185150,0,29,19
2828,8884211150,EE,0,27063
2829,8911281650,0,29,19
2830,8911307650,EE,0,27365
2831,8938679650,0,29,19
2832,8938705650,DC,0,27480
2833,8966192950,0,29,19
2834,8966218950,EE,0,27368
2835,8993594450,0,29,19
2836,8993620450,EE,0,27455
2837,9021083200,0,29,19
2838,9021109200,EE,0,27445
2839,9048561450,0,29,19
2840,9048587450,EE,0,27280
2841,9075874950,0,29,19
2842,9075900950,DC,0,27066
2843,9102974750,0,29,19
2844,9103000750,EE,0,26981
2845,9129989000,0,29,19
2846,9130015000,EE,0,27082
2847,9157104000,0,29,19
2848,9157130000,EE,0,27338
2849,9184475750,0,29,19
2850,9184501750,DC,0,27064
2851,9211572800,0,29,19
2852,9211598800,EE,0,27368
2853,9238974300,0,29,19
2854,9239000300,EE,0,27062
2855,9266069800,0,29,19
2856,9266095800,EE,0,26971
2857,9293074300,0,29,19
2858,9293100300,EE,0,27451
2859,9320559050,0,29,19
2860,9320585050,DC,0,27452
2861,9348044850,0,29,19
2862,9348070850,EE,0,27362
2863,9375439850,0,29,19
2864,9375465850,EE,0,27080
2865,9402552850,0,29,19
2866,9402578850,EE,0,27350
2867,9429936350,0,29,19
2868,9429962350,EE,0,27078
2869,9457048100,0,29,19
2870,9457074100,DC,0,27359
2871,9484440650,0,29,19
2872,9484466650,EE,0,27456
2873,9511930400,0,29,19
2874,9511956400,EE,0,27370
2875,9539333400,0,29,19
2876,9539359400,EE,0,27062
2877,9566429150,0,29,19
2878,9566455150,DC,0,27400
2879,9593862950,0,29,19
2880,9593888950,EE,0,27388
2881,9621284450,0,29,19
2882,9621310450,EE,0,27481
2883,9648798700,0,29,19
2884,9648824700,EE,0,27366
2885,9676197950,0,29,19
2886,9676223950,EE,0,27497
2887,9703728200,0,29,19
2888,9703754200,DC,0,27381
2889,9731143000,0,29,19
2890,9731169000,EE,0,27345
2891,9758521000,0,29,19
2892,9758547000,EE,0,27417
2893,9785971250,0,29,19
2894,9785997250,EE,0,27079
2895,9813083500,0,29,19
2896,9813109500,EE,0,26953
2897,9840069750,0,29,19
2898,9840095750,DC,0,27050
2899,9867152800,0,29,19
2900,9867178800,EE,0,28241
2901,9895427550,0,29,19
2902,9895453550,EE,0,27365
2903,9922826300,0,29,19
2904,9922852300,EE,0,27062
2905,9949921800,0,29,19
2906,9949947800,DC,0,27393
2907,9977348350,0,29,19
2908,9977374350,EE,0,
