Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data
2355,5906089400,0,9
2356,5906115400,0B,0
2357,5906168150,0,5
2358,5906194150,33,0
2359,5906252400,0,9
2360,5906278400,9,0
2361,5906331150,0,5
2362,5906357150,30,0
2363,5906415400,0,9
2364,5906441400,9,0
2365,5906494150,0,5
2366,5906520150,72,0
2367,5906578400,0,9
2368,5906604400,9,0
2369,5906657150,0,5
2370,5906683150,33,0
2371,5906741400,0,9
2372,5906767400,29,0
2373,5906820400,0,5
2374,5906846400,30,0
2375,5906912150,0,9
2376,5906938150,28,0
2377,5906974150,0,6
2378,5906999400,0,60
2379,5907608650,0,9
2380,5907634650,28,0
2381,5907976900,0,4
2382,5908002150,0,51
2383,5908037400,0,4
2384,5908062650,0,33
2385,5908097900,0,4
2386,5908123150,0,30
2387,5908158400,0,4
2388,5908183650,0,23
2389,5908217650,0,6
2390,5908242900,0,50
2391,5908273650,0,4
2392,5908298900,0,23
2393,5908328150,0,6
2394,5908353400,0,60
2395,5915166150,0,29
2396,5915192150,EE,0
2397,5924924150,0,29
2398,5924950150,EE,0
2399,5934682150,0,29
2400,5934708150,EE,0
2401,5937523400,0,0F
2402,5937549400,42,0
2403,5937597650,0,9
2404,5937623650,1B,0
2405,5937678900,0,5
2406,5937704900,48,0
2407,5937765900,0,9
2408,5937791900,0B,0
2409,5937844650,0,5
2410,5937870650,23,0
2411,5937931650,0,9
2412,5937957650,0B,0
2413,5938010400,0,5
2414,5938036400,23,0
2415,5938097400,0,9
2416,5938123400,0B,0
2417,5938176150,0,5
2418,5938202150,33,0
2419,5938263150,0,9
2420,5938289150,9,0
2421,5938341900,0,5
2422,5938367900,30,0
2423,5938428900,0,9
2424,5938454900,9,0
2425,5938507650,0,5
2426,5938533650,72,0
2427,5938594650,0,9
2428,5938620650,9,0
2429,5938673400,0,5
2430,5938699400,34,0
2431,5938760400,0,9
2432,5938786400,29,0
2433,5938839400,0,5
2434,5938865400,30,0
2435,5938933900,0,9
2436,5938959900,28,0
2437,5938995900,0,6
2438,5939021150,0,60
2439,5939902150,0,9
2440,5939928150,68,0
2441,5940272150,0,4
2442,5940297400,0,51
2443,5940332650,0,4
2444,5940357900,0,33
2445,5940393150,0,4
2446,5940418400,0,30
2447,5940453650,0,4
2448,5940478900,0,23
2449,5940512900,0,6
2450,5940538150,0,50
2451,5940568900,0,4
2452,5940594150,0,23
2453,5940623400,0,6
2454,5940648650,0,60
2455,5946741900,0,29
2456,5946767900,EE,0
2457,5956513650,0,29
2458,5956539650,EE,0
2459,5966271600,0,29
2460,5966297600,DC,0
2461,5969524600,0,0F
2462,5969550600,84,0
2463,5969598850,0,9
2464,5969624850,36,0
2465,5969680100,0,5
2466,5969706100,90,0
2467,5969767350,0,9
2468,5969793350,16,0
2469,5969846100,0,5
2470,5969872100,46,0
2471,5969933350,0,9
2472,5969959350,16,0
2473,5970012100,0,5
2474,5970038100,46,0
2475,5970099350,0,9
2476,5970125350,16,0
2477,5970178100,0,5
2478,5970204100,66,0
2479,5970265350,0,9
2480,5970291350,12,0
2481,5970344100,0,5
2482,5970370100,60,0
2483,5970431350,0,9
2484,5970457350,12,0
2485,5970510100,0,5
2486,5970536100,E4,0
2487,5970597350,0,9
2488,5970623350,12,0
2489,5970676100,0,5
2490,5970702100,6A,0
2491,5970763350,0,9
2492,5970789350,52,0
2493,5970842350,0,5
2494,5970868350,60,0
2495,5970937100,0,9
2496,5970963100,50,0
2497,5970999100,0,6
2498,5971024350,0,60
2499,5971481850,0,9
2500,5971507850,50,0
2501,5971851600,0,4
2502,5971876850,0,51
2503,5971912100,0,4
2504,5971937350,0,33
2505,5971972600,0,4
2506,5971997850,0,30
2507,5972033100,0,4
2508,5972058350,0,23
2509,5972092350,0,6
2510,5972117600,0,50
2511,5972148350,0,4
2512,5972173600,0,23
2513,5972202850,0,6
2514,5972228100,0,60
2515,5978238350,0,29
2516,5978264350,DC,0
2517,5987996350,0,29
2518,5988022350,DC,0
2519,5997837350,0,29
2520,5997863350,DC,0
2521,5998949850,0,0F
2522,5998975850,80,0
2523,5999024100,0,9
2524,5999050100,32,0
2525,5999105350,0,5
2526,5999131350,D2,0
2527,5999195100,0,9
2528,5999221100,12,0
2529,5999273850,0,5
2530,5999299850,A4,0
2531,5999363600,0,9
2532,5999389600,52,0
2533,5999442600,0,5
2534,5999468600,62,0
2535,5999540350,0,9
2536,5999566350,50,0
2537,5999602350,0,6
2538,5999627600,0,60
2539,6000989600,0,9
2540,6001015600,D0,0
2541,6001359600,0,4
2542,6001384850,0,51
2543,6001420100,0,4
2544,6001445350,0,33
2545,6001480600,0,4
2546,6001505850,0,30
2547,6001541100,0,4
2548,6001566350,0,33
2549,6001600350,0,6
2550,6001625600,0,50
2551,6001656350,0,4
2552,6001681600,0,3F
2553,6001710850,0,6
2554,6001736100,0,60
2555,6008775600,0,29
2556,6008801600,DC,0
2557,6018533600,0,29
2558,6018559600,DC,0
2559,6028320100,0,29
2560,6028346100,DC,0
2561,6038078100,0,29
2562,6038104100,FE,0
2563,6047932850,0,29
2564,6047958850,EE,0
2565,6057690850,0,29
2566,6057716850,EE,0
2567,6067448850,0,29
2568,6067474850,EE,0
2569,6077220600,0,29
2570,6077246600,EE,0
2571,6086978600,0,29
2572,6087004600,EE,0
2573,6096820100,0,29
2574,6096846100,EE,0
2575,6106591850,0,29
2576,6106617850,EE,0
2577,6116349850,0,29
2578,6116375850,EE,0
2579,6126121600,0,29
2580,6126147600,EE,0
2581,6135879600,0,29
2582,6135905600,EE,0
2583,6145721100,0,29
2584,6145747100,EE,0
2585,6155507600,0,29
2586,6155533600,EE,0
2587,6165265600,0,29
2588,6165291600,EE,0
2589,6175052100,0,29
2590,6175078100,EE,0
2591,6184810100,0,29
2592,6184836100,EE,0
2593,6194651600,0,29
2594,6194677600,EE,0
2595,6204438100,0,29
2596,6204464100,EE,0
2597,6214196100,0,29
2598,6214222100,EE,0
2599,6223982600,0,29
2600,6224008600,EE,0
2601,6233740600,0,29
2602,6233766600,EE,0
2603,6243595850,0,29
2604,6243621850,EE,0
2605,6253353850,0,29
2606,6253379850,EE,0
2607,6263111850,0,29
2608,6263137850,EE,0
2609,6272883600,0,29
2610,6272909600,EE,0
2611,6282641600,0,29
2612,6282667600,EE,0
2613,6292399600,0,29
2614,6292425600,EE,0
2615,6302254300,0,29
2616,6302280300,EE,0
2617,6312012300,0,29
2618,6312038300,DC,0
2619,6321798800,0,29
2620,6321824800,DC,0
2621,6331556800,0,29
2622,6331582800,DC,0
2623,6341314800,0,29
2624,6341340800,DC,0
2625,6370202300,0,29
2626,6370228300,FE,0
2627,6397321550,0,29
2628,6397347550,EE,0
2629,6424699550,0,29
2630,6424725550,EE,0
2631,6451818050,0,29
2632,6451844050,EE,0
2633,6479203050,0,29
2634,6479229050,EE,0
2635,6506299550,0,29
2636,6506325550,EE,0
2637,6533289550,0,29
2638,6533315550,EE,0
2639,6560838550,0,29
2640,6560864550,EE,0
2641,6588217550,0,29
2642,6588243550,EE,0
2643,6615319300,0,29
2644,6615345300,EE,0
2645,6642716050,0,29
2646,6642742050,EE,0
2647,6670208750,0,29
2648,6670234750,DC,0
2649,6697676250,0,29
2650,6697702250,DC,0
2651,6725092000,0,29
2652,6725118000,FE,0
2653,6752590000,0,29
2654,6752616000,EE,0
2655,6779976750,0,29
2656,6780002750,EE,0
2657,6807074750,0,29
2658,6807100750,EE,0
2659,6834475000,0,29
2660,6834501000,EE,0
2661,6861571500,0,29
2662,6861597500,EE,0
2663,6889803500,0,29
2664,6889829500,EE,0
2665,6917314000,0,29
2666,6917340000,EE,0
2667,6944770500,0,29
2668,6944796500,EE,0
2669,6972205500,0,29
2670,6972231500,EE,0
2671,6999265750,0,29
2672,6999291700,EE,0
2673,7026580950,0,29
2674,7026606950,DC,0
2675,7053677950,0,29
2676,7053703950,DC,0
2677,7080694450,0,29
2678,7080720450,FE,0
2679,7107767200,0,29
2680,7107793200,EE,0
2681,7134766700,0,29
2682,7134792700,EE,0
2683,7161863200,0,29
2684,7161889200,EE,0
2685,7188851950,0,29
2686,7188877950,EE,0
2687,7215944200,0,29
2688,7215970200,EE,0
2689,7242948700,0,29
2690,7242974700,EE,0
2691,7270411950,0,29
2692,7270437950,EE,0
2693,7297495700,0,29
2694,7297521700,EE,0
2695,7324898450,0,29
2696,7324924450,EE,0
2697,7352015150,0,29
2698,7352041150,EE,0
2699,7379400900,0,29
2700,7379426900,DC,0
2701,7406496150,0,29
2702,7406522150,DC,0
2703,7433872150,0,29
2704,7433898150,EE,0
2705,7460972150,0,29
2706,7460998150,EE,0
2707,7488375150,0,29
2708,7488401150,EE,0
2709,7515902400,0,29
2710,7515928400,EE,0
2711,7543288400,0,29
2712,7543314400,EE,0
2713,7570742400,0,29
2714,7570768400,EE,0
2715,7597839900,0,29
2716,7597865900,EE,0
2717,7625239150,0,29
2718,7625265150,EE,0
2719,7652751900,0,29
2720,7652777900,EE,0
2721,7680150900,0,29
2722,7680176900,EE,0
2723,7707561350,0,29
2724,7707587350,DC,0
2725,7734578350,0,29
2726,7734604350,DC,0
2727,7761689600,0,29
2728,7761715600,DC,0
2729,7789066850,0,29
2730,7789092850,EE,0
2731,7816176350,0,29
2732,7816202350,EE,0
2733,7843579600,0,29
2734,7843605600,EE,0
2735,7871867350,0,29
2736,7871893350,EE,0
2737,7898962850,0,29
2738,7898988850,EE,0
2739,7926389850,0,29
2740,7926415850,EE,0
2741,7953902850,0,29
2742,7953928850,EE,0
2743,7981291600,0,29
2744,7981317600,EE,0
2745,8008387100,0,29
2746,8008413100,EE,0
2747,8035816850,0,29
2748,8035842850,EE,0
2749,8062916050,0,29
2750,8062942050,DC,0
2751,8090299800,0,29
2752,8090325800,DC,0
2753,8117773050,0,29
2754,8117799050,FE,0
2755,8145256550,0,29
2756,8145282550,EE,0
2757,8172675300,0,29
2758,8172701300,EE,0
2759,8200153050,0,29
2760,8200179050,EE,0
2761,8227555050,0,29
2762,8227581050,EE,0
2763,8255065300,0,29
2764,8255091300,EE,0
2765,8282499550,0,29
2766,8282525550,EE,0
2767,8309977550,0,29
2768,8310003550,EE,0
2769,8337380300,0,29
2770,8337406300,EE,0
2771,8364482550,0,29
2772,8364508550,EE,0
2773,8365435550,0,9
2774,8365461550,68,0
2775,8365805550,0,4
2776,8365830800,0,41
2777,8365866050,0,4
2778,8365891300,0,33
2779,8365926550,0,4
2780,8365951800,0,30
2781,8365987050,0,4
2782,8366012300,0,23
2783,8366047550,0,4
2784,8366072800,0,23
2785,8366106800,0,6
2786,8366132050,0,50
2787,8366162800,0,4
2788,8366188050,0,30
2789,8366217300,0,6
2790,8366242550,0,60
2791,8392620000,0,29
2792,8392646000,EE,0
2793,8419741750,0,29
2794,8419767750,DC,0
2795,8447206250,0,29
2796,8447232250,DC,0
2797,8474583000,0,29
2798,8474609000,EE,0
2799,8501693000,0,29
2800,8501719000,EE,0
2801,8529094500,0,29
2802,8529120500,EE,0
2803,8556191500,0,29
2804,8556217500,EE,0
2805,8583620250,0,29
2806,8583646250,EE,0
2807,8610718500,0,29
2808,8610744500,EE,0
2809,8638115750,0,29
2810,8638141750,EE,0
2811,8665212000,0,29
2812,8665238000,EE,0
2813,8692608750,0,29
2814,8692634750,EE,0
2815,8720127500,0,29
2816,8720153500,EE,0
2817,8747567450,0,29
2818,8747593450,DC,0
2819,8774983200,0,29
2820,8775009200,DC,0
2821,8802456450,0,29
2822,8802482450,FE,0
2823,8829869200,0,29
2824,8829895200,EE,0
2825,8857381200,0,29
2826,8857407200,EE,0
2827,8885613200,0,29
2828,8885639200,EE,0
2829,8913126450,0,29
2830,8913152450,EE,0
2831,8940558950,0,29
2832,8940584950,EE,0
2833,8968039200,0,29
2834,8968065200,EE,0
2835,8995493450,0,29
2836,8995519450,EE,0
2837,9022896200,0,29
2838,9022922200,EE,0
2839,9049990200,0,29
2840,9050016200,EE,0
2841,9077305400,0,29
2842,9077331400,EE,0
2843,9104402900,0,29
2844,9104428900,DC,0
2845,9131403650,0,29
2846,9131429650,DC,0
2847,9158490150,0,29
2848,9158516150,EE,0
2849,9185906400,0,29
2850,9185932400,EE,0
2851,9213002900,0,29
2852,9213028900,EE,0
2853,9239991650,0,29
2854,9240017650,EE,0
2855,9267083900,0,29
2856,9267109900,EE,0
2857,9294583400,0,29
2858,9294609400,EE,0
2859,9321966900,0,29
2860,9321992900,EE,0
2861,9349069900,0,29
2862,9349095900,EE,0
2863,9376478650,0,29
2864,9376504650,EE,0
2865,9403583400,0,29
2866,9403609400,EE,0
2867,9430949600,0,29
2868,9430975600,DC,0
2869,9458043350,0,29
2870,9458069350,DC,0
2871,9485427600,0,29
2872,9485453600,FE,0
2873,9512527600,0,29
2874,9512553600,EE,0
2875,9539929350,0,29
2876,9539955350,EE,0
2877,9567441850,0,29
2878,9567467850,EE,0
2879,9594916350,0,29
2880,9594942350,EE,0
2881,9622298350,0,29
2882,9622324350,EE,0
2883,9649411600,0,29
2884,9649437600,EE,0
2885,9676794850,0,29
2886,9676820850,EE,0
2887,9704307600,0,29
2888,9704333600,EE,0
2889,9731707600,0,29
2890,9731733600,EE,0
2891,9758701300,0,29
2892,9758727300,DC,0
2893,9785718300,0,29
2894,9785744300,DC,0
2895,9812813800,0,29
2896,9812839800,DC,0
2897,9840225050,0,29
2898,9840251050,EE,0
2899,9867332800,0,29
2900,9867358800,EE,0
2901,9895605300,0,29
2902,9895631300,EE,0
2903,9922592300,0,29
2904,9922618300,EE,0
2905,9949687300,0,29
2906,9949713300,EE,0
2907,9977112050,0,29
2908,9977138050,EE,0
